,site_name,site_city,site_county,site_zip,site_setting,number_sessions,num_volunteers,total_volunteer_hours,participants_total,participants_gender_male,participants_gender_female,participants_gender_non_binary,participants_gender_prefer_not_to_respond,participants_age_youth,participants_age_lt5,participants_age_5to7,participants_age_8to10,participants_age_11to13,participants_age_14to17,participants_age_18to29,participants_age_30to59,participants_age_60to75,participants_age_76plus,participants_age_adult,participants_ethnicity_hispanic,participants_ethnicity_non_hispanic,participants_ethnicity_prefer_not_to_respond,participants_ethnicity_unknown,participants_amerind_onerace_total,participants_amerind_multirace_total,participants_asian_onerace_total,participants_asian_multirace_total,participants_black_onerace_total,participants_black_multirace_total,participants_hawpac_onerace_total,participants_hawpac_multirace_total,,participants_white_multirace_total,participants_race_amerind,participants_race_asian,participants_race_black,participants_race_hawpac,participants_race_white,participants_race_two_or_more,participants_race_prefer_not_to_respond,participants_race_unknown
3056,Rockbridge County Public Schools,Lexington,Lexington,24450,"Schools (K-12, elementary, middle, and high)",3,0,0,21,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
3057,Greenfield Elementary School,Troutville,Botetourt,24175,,1,NA,NA,70,30,40,NA,NA,70,NA,0,0,0,0,NA,NA,NA,NA,NA,12,58,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,67,NA,NA,NA,3,NA,67,NA,NA,NA
3058,Franklin County Parks and Recreation,Rocky Mount,Franklin,24151,,1,NA,NA,5,2,3,NA,NA,1,NA,0,0,0,0,NA,NA,NA,NA,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA
3059,"Sudley North Office Suite, VCE Prince William Office",Manassas,Manassas,20109,,1,NA,NA,11,5,6,NA,0,9,NA,0,0,0,0,NA,2,NA,NA,2,NA,9,2,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,9,NA,NA,2,NA
3060,VPI&SU Inn at VT,Blacksburg,Montgomery,24061,Schools (colleges and universities),1,NA,NA,50,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3061,Mike Gibson's Shop,King and Queen Court House,King and Queen,23085,"Other places people go to ""work""",1,1,1,27,18,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,18,1,11,0,15,0,0,0,0,4,0,0,0,14,0,0,0,4,0,14,NA,0,9
3062,VCE  Wise County Office,Wise,Wise,24293,,2,NA,NA,11,4,7,NA,NA,NA,NA,0,0,0,0,NA,10,NA,1,11,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,11,NA,NA,NA
3063,Colonial Elementary School,Troutville,Botetourt,24175,,1,0,NA,78,35,43,NA,NA,78,NA,0,0,0,0,NA,NA,NA,NA,0,4,74,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,74,NA,NA,NA,4,NA,74,NA,NA,NA
3064,Franklin County Parks and Recreation,Rocky Mount,Franklin,24151,,1,NA,NA,20,3,17,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,20,NA,NA,NA
3065,Jamestown 4-H Education Center,Williamsburg,Williamsburg,23815,,1,NA,NA,85,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
3066,,,,,,1,NA,NA,7,4,3,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,7,3,4,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,1,NA,2,2,NA,2,1,NA,1
3067,Portsmouth Cooperative Extension,Portsmouth,Portsmouth,23701,,3,NA,NA,6,4,2,NA,NA,6,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,2,NA,0,NA,4,NA,NA,NA,2,0,4,NA,NA,NA
3068,Floyd County High School (FCHS),Floyd,Floyd,24091,"Schools (K-12, elementary, middle, and high)",1,NA,NA,24,NA,NA,NA,NA,24,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
3069,Greenfield Elementary School,Troutville,Botetourt,24175,,1,0,NA,72,34,38,NA,NA,72,NA,0,0,0,0,NA,NA,NA,NA,NA,10,62,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,69,NA,NA,NA,3,NA,69,NA,NA,NA
3070,Virginia Cooperative Extension - James City County,Toano,James City,23168,Extension offices,7,NA,NA,24,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
3071,,,,,,1,NA,NA,3,1,2,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,2,NA,1,2,NA,NA
3072,,,,,,1,NA,NA,8,3,5,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,8,3,5,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,1,NA,2,2,NA,3,1,NA,1
3073,Prince Edward County Middle School,Farmville,Prince Edward,23901,,1,NA,NA,263,140,123,NA,NA,263,NA,0,0,0,0,NA,NA,NA,NA,NA,16,247,NA,NA,NA,NA,3,NA,154,NA,1,NA,81,NA,NA,3,154,1,81,8,NA,16
3074,Lawson Orchard,Radford,Radford,24141,,1,NA,NA,20,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3075,Prince William County Government Administration Center,Woodbridge,Albemarle,22192,,1,NA,NA,36,7,29,NA,NA,NA,NA,0,0,0,0,24,12,NA,NA,36,2,32,2,NA,NA,NA,3,NA,1,NA,5,NA,25,NA,NA,3,1,5,25,NA,2,NA
3076,Patrick Henry Building,Richmond,Richmond,23219,,1,18,36,106,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
3077,,,,,,1,NA,NA,4,2,2,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,4,1,2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,0,1,NA,NA,2,NA,1,1,NA,1
3078,VT Alphin Stuart Livestock Complex,Blacksburg,Montgomery,24061,Schools (colleges and universities),1,NA,NA,100,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3079,,,,,,1,2,4,9,2,7,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,9,2,7,NA,0,NA,NA,2,NA,3,NA,NA,NA,2,0,NA,2,3,NA,2,0,NA,2
3080,Floyd Cooperative Extension,Floyd,Floyd,24091,,1,NA,NA,1,NA,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
3081,Lynchburg Health Department,Lynchburg,Lynchburg,24501,"Other places people go to ""learn""",1,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3082,Portsmouth Cooperative Extension,Portsmouth,Portsmouth,23701,,8,4,64,12,4,8,NA,NA,NA,NA,0,0,0,0,NA,12,NA,NA,12,NA,12,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,3,NA,NA,NA,9,NA,3,NA,NA,NA
3083,Giles County Virginia Cooperative Extension Office,Pearisburg,Giles,24134,Extension offices,1,NA,NA,7,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3084,Nannie J. Lee Center,Alexandria,Alexandria,22314,Community and recreation centers,1,NA,NA,100,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3085,Meridian High School Falls Church Virginia 121 Mustang Way Falls Church,Falls Church,Falls Church,22043,"Other places people go to ""learn""",1,2,NA,67,NA,NA,NA,NA,67,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA
3086,VPI&SU Campus,Blacksburg,Montgomery,24060,Schools (colleges and universities),1,NA,NA,22,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3087,Meridian High School Falls Church Virginia 121 Mustang Way Falls Church,Falls Church,Falls Church,22043,"Other places people go to ""learn""",1,13,4,54,23,31,NA,NA,40,1,0,0,0,0,2,7,5,NA,14,4,50,NA,NA,NA,NA,2,NA,4,NA,NA,1,47,NA,NA,2,4,1,47,1,NA,NA
3088,VPI&SU Campus,Blacksburg,Montgomery,24060,Schools (colleges and universities),1,NA,NA,24,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3089,Orange VCE,Orange,Orange,22960,Extension offices,2,2,2,8,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3090,,,,,,1,NA,NA,3,0,3,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3,0,3,NA,0,NA,NA,NA,NA,3,0,NA,NA,0,0,NA,NA,3,NA,0,0,NA,0
3091,New London Academy,Forest,Bedford,24551,"Schools (K-12, elementary, middle, and high)",1,8,32,12,6,6,NA,NA,NA,NA,0,0,0,0,NA,12,NA,NA,12,NA,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,11,NA,NA,NA,1,NA,11,NA,NA,NA
3092,,,,,,1,0,0,5,0,5,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5,1,4,NA,0,NA,NA,0,NA,4,NA,NA,NA,0,0,NA,0,4,NA,0,0,NA,1
3093,Mike Gibson's Shop,King and Queen Court House,King and Queen,23085,"Other places people go to ""work""",1,0,NA,19,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3094,Virginia Cooperative Extension Floyd Office,Floyd,Floyd,24091,Extension offices,1,NA,NA,21,9,12,NA,NA,3,NA,0,0,0,0,NA,NA,NA,NA,18,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,21,NA,NA,NA
3095,Dayton United Methodist Church,Dayton,Rockingham,22821,,1,3,10,40,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3096,Alphin-Stuart Livestock Arena,Blacksburg,Montgomery,24061,,1,NA,NA,180,98,82,NA,NA,159,NA,0,0,0,0,NA,NA,NA,NA,21,3,177,NA,NA,NA,NA,2,NA,16,NA,NA,NA,158,NA,NA,2,16,NA,158,4,NA,0
3097,Virginia State Capitol,Richmond,Richmond,23219,,1,NA,NA,2,1,1,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
3098,Millboro Elementary,Millboro,Bath,24460,"Schools (K-12, elementary, middle, and high)",1,NA,NA,15,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
3099,Norton Community Center,Norton,Norton,24273,Community and recreation centers,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3100,Merrifield Garden Center,Fairfax,Fairfax,22030,,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3101,Franklin Recreational Park Sontag,Rocky Mount,Franklin,24151,"Other places people go to ""learn""",1,NA,NA,6,2,4,NA,NA,1,NA,0,0,0,0,NA,NA,NA,NA,5,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,2
3102,Norton Community Center,Norton,Norton,24273,Community and recreation centers,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3103,Norton Community Center,Norton,Norton,24273,Community and recreation centers,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3104,NOVA 4-H Center,Front Royal,Warren,22630,Extension offices,2,18,16,193,71,120,2,NA,152,NA,0,0,0,0,30,11,NA,NA,41,69,124,NA,NA,NA,NA,6,NA,10,NA,1,NA,51,NA,NA,6,10,1,51,NA,NA,125
3105,GATE Center,Independence,Grayson,24348,,3,1,NA,13,2,5,NA,NA,5,NA,0,0,0,0,2,NA,NA,NA,2,NA,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,6
3106,Alleghany High School,Covington,Covington,24426,,1,NA,NA,18,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3107,Bath County High School,Hot Springs,Bath,24445,"Schools (K-12, elementary, middle, and high)",3,NA,NA,8,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3108,Pennington Gap Community Center,Pennington Gap,Lee,24277,Community and recreation centers,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3109,Eagle Rock Elementary School,Eagle Rock,Botetourt,14085,,1,0,NA,14,6,8,NA,NA,14,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,14,NA,NA,NA
3110,Valley Elementary School,Hot Springs,Bath,24445,"Schools (K-12, elementary, middle, and high)",2,NA,NA,15,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3111,General Assembly Building,Richmond,Richmond,23219,,1,NA,NA,28,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3112,Virginia Cooperative Extension - James City County,Toano,James City,23168,Extension offices,4,NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3113,Broadway High School,Broadway,Rockingham,22815,,1,3,4.5,8,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3114,Breckinridge Elementary School,Fincastle,Botetourt,24090,,1,0,NA,29,14,15,NA,NA,29,NA,0,0,0,0,NA,NA,NA,NA,NA,0,29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,28,NA,NA,NA,1,NA,28,NA,NA,NA
3115,,,,,,1,0,0,2,0,2,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2,0,2,NA,0,NA,NA,1,NA,1,NA,NA,NA,0,0,NA,1,1,NA,0,0,NA,0
3116,Leeman Field,Pennington Gap,Lee,24277,Parks and open spaces,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3117,Cloverdale Elementary School,Roanoke,Roanoke,24019,,1,NA,NA,47,22,25,NA,NA,47,NA,0,0,0,0,NA,NA,NA,NA,NA,3,44,NA,NA,NA,NA,1,NA,3,NA,NA,NA,43,NA,NA,1,3,NA,43,NA,NA,NA
3118,VCE - Essex County,Tappahannock,Essex,22560,,1,NA,NA,12,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
3119,VCE - Essex County,Tappahannock,Essex,22560,,1,NA,NA,12,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
3120,Troutville Elementary School,Troutville,Botetourt,24175,,1,0,NA,43,23,20,NA,NA,43,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,41,NA,NA,NA,2,NA,41,NA,NA,NA
3121,Pennington Gap Community Center,Pennington Gap,Lee,24277,Community and recreation centers,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3122,Buchanan Elementary School,Buchanan,Botetourt,24066,,1,0,NA,47,23,24,NA,NA,47,NA,0,0,0,0,NA,NA,NA,NA,NA,1,46,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,46,NA,NA,NA,1,NA,46,NA,NA,NA
3123,Mann's Farms,Fort Blackmore,Scott,24250,Farmers markets,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3124,Eagle Rock Elementary,Eagle Rock,Botetourt,24085,Before and after-school programs,1,0,NA,14,5,9,NA,NA,14,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,12,NA,NA,NA,2,NA,12,NA,NA,NA
3125,Valley Elementary School,Hot Springs,Bath,24445,"Schools (K-12, elementary, middle, and high)",2,NA,NA,19,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3126,Southern Piedmont Agricultural Research and Extension Center,Blackstone,Nottoway,24523,,1,NA,NA,115,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
3127,Virginia Cooperative Extension - James City County,Toano,James City,23168,Extension offices,1,5,120,5,1,4,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
3128,East Oceanview Community and Senior Center,Norfolk,Norfolk,23518,Family resource centers,1,2,4,6,1,5,NA,NA,NA,NA,0,0,0,0,NA,4,2,NA,6,0,6,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,2,2,2,NA,NA,NA
3129,,,,,,1,0,0,5,0,5,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5,1,4,NA,0,NA,NA,0,NA,4,NA,NA,NA,0,1,NA,0,4,NA,1,1,NA,0
3130,INN Virginia Tech,Blacksburg,Montgomery,24060,,1,NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3131,Valley Elementary,Hot Springs,Bath,24445,,2,1,1,25,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3132,Fauquier County Schools,Warrenton,Fauquier,20186,,1,5,150,61,40,18,NA,2,61,NA,0,0,0,0,NA,NA,NA,NA,NA,13,46,NA,2,NA,NA,2,NA,1,NA,NA,NA,45,NA,NA,2,1,NA,45,NA,3,10
3133,Fuqua school farmville,Farmville,Prince Edward,23901,,1,NA,NA,5,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3134,VCE Fauquier,Warrenton,Fauquier,20186-3251,Extension offices,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3135,Valley Elementary School,Hot Springs,Bath,24445,"Schools (K-12, elementary, middle, and high)",2,NA,NA,23,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3136,,,,,,1,0,0,4,0,4,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,4,1,3,NA,0,NA,NA,0,NA,3,NA,NA,NA,0,1,NA,0,3,NA,1,1,NA,0
3137,Prince Edward County Extension Office,Farmville,Prince Edward,23901,,1,NA,NA,9,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3138,Madison Heights Community Center,Madison Heights,Amherst,24572,,1,NA,NA,18,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3139,Carysbrook Elementary School,Fork Union,Fluvanna,23055,"Schools (K-12, elementary, middle, and high)",3,5,30,34,17,15,NA,2,34,NA,0,0,0,0,NA,NA,NA,NA,NA,2,28,4,NA,1,NA,NA,NA,1,NA,NA,NA,24,NA,1,NA,1,NA,24,8,NA,NA
3140,,,,,,1,0,0,8,0,8,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,8,2,6,NA,0,NA,NA,1,NA,4,NA,NA,NA,1,2,NA,1,4,NA,3,2,NA,0
3141,,,,,,1,NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3142,Essex VCE Office,Tappahannock,Essex,22560,,1,NA,NA,4,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3143,Glasscock Orchard,Farmville,Prince Edward,23901,,1,NA,NA,14,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3144,Page County Virginia Cooperative Extension Office,Stanley,Page,22851,Extension offices,1,NA,NA,9,2,7,NA,NA,4,NA,0,0,0,0,NA,NA,NA,NA,5,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,9,NA,NA,NA
3145,Hampden Sydney College,Farmville,Prince Edward,23901,,1,NA,NA,27,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3146,W.E. Skelton Educational & Conference Center,Wirtz,Franklin,24184,,3,17,340,140,55,85,NA,NA,120,NA,0,0,0,0,1,17,2,NA,20,4,136,NA,NA,NA,NA,2,NA,9,5,NA,NA,120,NA,NA,2,14,NA,120,5,NA,4
3147,Airfield 4-H,Wakefield,Sussex,23890,,3,NA,NA,10,2,8,NA,NA,9,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,4,NA,6,NA,NA,NA
3148,Twin Lakes State Park,Burkeville,Nottoway,23942,,1,NA,NA,80,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
3149,Randolph Henry High School,Charlotte Court House,Charlotte,23923,"Schools (K-12, elementary, middle, and high)",1,NA,NA,130,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
3150,VCE-Rockingham,Harrisonburg,Harrisonburg,22801,,2,7,630,10,0,0,0,0,NA,NA,0,0,0,0,NA,8,1,1,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3151,,,,,,1,NA,NA,26,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3152,Lubber Run Community Center,Arlington,Arlington,22203,,1,1,4,5,0,5,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5,0,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5
3153,Red Oak VA,Charlotte Court House,Charlotte,23923,,1,NA,NA,24,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3154,Millboro Elementary,Millboro,Bath,24460,"Schools (K-12, elementary, middle, and high)",1,NA,NA,17,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3155,Page County Virginia Cooperative Extension Office,Stanley,Page,22851,Extension offices,1,NA,NA,4,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3156,Millboro Elementary,Millboro,Bath,24460,"Schools (K-12, elementary, middle, and high)",1,NA,NA,13,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
